step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1808,723776,7232,0.030005537000637614,0.75,0.75,,,,,
1809,724228,7236,0.020964308963644793,0.25,0.25,0.031751670842160136,0.5,0.5,,
1810,724552,7240,0.0180036924228587,0.75,0.75,,,,,
1811,724972,7244,0.02792225572622346,0.5,0.5,,,,,
1812,725360,7248,0.021813878879147753,0.75,0.75,,,,,
1813,725780,7252,0.026601996612571763,0.5,0.5,,,,,
1814,726200,7256,0.020340084140399138,1.0,1.0,,,,,
1815,726652,7260,0.02218614176398465,1.0,1.0,,,,,
1816,726880,7264,0.03089816184222002,0.75,0.75,,,,,
1817,727364,7268,0.029512068969155245,0.5,0.5,0.02033616799649158,1.0,1.0,,
1818,727592,7272,0.023703957755762662,1.0,1.0,,,,,
1819,728044,7276,0.014574830596201654,0.75,0.75,,,,,
1820,728528,7280,0.023022861045202948,0.5,0.5,,,,,
1821,728980,7284,0.02359582523878166,0.75,0.75,,,,,
1822,729240,7288,0.03796919663194778,0.5,0.5,,,,,
1823,729660,7292,0.02643380442079435,0.5,0.5,,,,,
1824,730080,7296,0.025443318956799625,0.75,0.75,,,,,
1825,730532,7300,0.015952842635105765,0.75,0.75,0.030111884715186138,0.25,0.25,,
1826,730824,7304,0.028121305180326066,0.75,0.75,,,,,
1827,731212,7308,0.01865584501641744,0.75,0.75,,,,,
1828,731568,7312,0.029006138312873467,0.25,0.25,,,,,
1829,731988,7316,0.0260675441429605,0.25,0.25,,,,,
1830,733592,7320,0.006973721012583526,0.5,0.5,,,,,
1831,733884,7324,0.028577465098830426,0.5,0.5,,,,,
1832,734400,7328,0.018517716543552974,0.75,0.75,,,,,
1833,734724,7332,0.0313236976231459,0.75,0.75,0.04564008051288591,0.0,0.0,,
1834,735112,7336,0.022826709394672424,0.75,0.75,,,,,
1835,735532,7340,0.025011081414457795,0.5,0.5,,,,,
1836,735984,7344,0.022186593806520216,1.0,1.0,,,,,
1837,736372,7348,0.020826180697992715,1.0,1.0,,,,,
1838,736792,7352,0.03228167189022309,0.0,0.0,,,,,
1839,737180,7356,0.021694115477442044,0.5,0.5,,,,,
1840,737600,7360,0.027074880727834295,1.0,1.0,,,,,
1841,737988,7364,0.023323038972306736,1.0,1.0,0.032894962258939134,0.5,0.5,,
1842,738408,7368,0.02297777528455268,1.0,1.0,,,,,
1843,738796,7372,0.01754242845606378,0.75,0.75,,,,,
1844,739216,7376,0.01846360220318328,1.0,1.0,,,,,
1845,739604,7380,0.02019402443992263,0.5,0.5,,,,,
1846,739992,7384,0.0271324585024014,0.5,0.5,,,,,
1847,740348,7388,0.024717608917731528,1.0,1.0,,,,,
1848,740736,7392,0.02744692923860143,0.5,0.5,,,,,
1849,741188,7396,0.020364914909771496,1.0,1.0,0.028428113168246127,0.5,0.5,,
1850,741608,7400,0.02551063477986444,0.5,0.5,,,,,
1851,742060,7404,0.02020675232826532,1.0,1.0,,,,,
1852,742480,7408,0.02319763358100477,0.75,0.75,,,,,
1853,742964,7412,0.015359792754281187,1.0,1.0,,,,,
1854,743384,7416,0.019959939046921574,0.75,0.75,,,,,
1855,743804,7420,0.018629333133274972,0.75,0.75,,,,,
1856,744352,7424,0.009399257828458359,1.0,1.0,,,,,
1857,744772,7428,0.024181646722925092,0.5,0.5,0.02132664926160544,0.5,0.5,,
1858,745160,7432,0.025405899001361736,0.75,0.75,,,,,
1859,745548,7436,0.024703022837049646,0.75,0.75,,,,,
1860,745936,7440,0.01886564963441998,0.75,0.75,,,,,
1861,746356,7444,0.022530596824128897,0.75,0.75,,,,,
1862,746712,7448,0.017703985345852935,1.0,1.0,,,,,
1863,746908,7452,0.04263739201967307,0.25,0.25,,,,,
1864,747328,7456,0.021875330928673387,1.0,1.0,,,,,
1865,747876,7460,0.019269077065619727,0.5,0.5,0.025544313993645724,0.75,0.75,,
1866,748296,7464,0.011860886561052247,1.0,1.0,,,,,
1867,748716,7468,0.019117766806990368,0.75,0.75,,,,,
1868,749104,7472,0.025998184383255945,0.5,0.5,,,,,
1869,749300,7476,0.03606056329449586,0.25,0.25,,,,,
1870,749816,7480,0.027755586878395827,0.25,0.25,,,,,
1871,750236,7484,0.01902307071990289,0.75,0.75,,,,,
1872,750624,7488,0.02155625992915226,0.75,0.75,,,,,
1873,751012,7492,0.0237314827428511,0.75,0.75,0.030487781410828894,0.25,0.25,,
1874,751528,7496,0.018173105817578545,1.0,1.0,,,,,
1875,751916,7500,0.023882064789689277,0.5,0.5,,,,,
1876,752336,7504,0.020948659875599566,0.75,0.75,,,,,
1877,752756,7508,0.018923704606298816,1.0,1.0,,,,,
1878,753016,7512,0.039588360459544496,0.5,0.5,,,,,
1879,753436,7516,0.0231713001969242,1.0,1.0,,,,,
1880,753888,7520,0.01720654242261722,0.75,0.75,,,,,
1881,754308,7524,0.016751528294252187,0.75,0.75,0.0274505686709757,0.75,0.75,,
1882,754696,7528,0.01987853964811376,0.5,0.5,,,,,
1883,754956,7532,0.020383496419661,1.0,1.0,,,,,
1884,755344,7536,0.02523983320026176,0.75,0.75,,,,,
1885,755572,7540,0.03386196824579218,0.75,0.75,,,,,
1886,755928,7544,0.019976136675478526,1.0,1.0,,,,,
1887,756124,7548,0.03368181459818625,0.75,0.75,,,,,
1888,756512,7552,0.01654727828643395,1.0,1.0,,,,,
1889,756900,7556,0.01670253165887484,0.75,0.75,0.04473517024372266,0.25,0.25,,
1890,757384,7560,0.024683513585263953,0.75,0.75,,,,,
1891,757804,7564,0.023042807087952658,0.5,0.5,,,,,
1892,758256,7568,0.02584577255746486,0.75,0.75,,,,,
1893,758612,7572,0.030431569188485396,0.5,0.5,,,,,
1894,759064,7576,0.023086994813756874,0.75,0.75,,,,,
1895,759484,7580,0.023567201156175242,0.5,0.5,,,,,
1896,759968,7584,0.026554296318495745,0.5,0.5,,,,,
1897,760388,7588,0.025067356693576834,0.75,0.75,0.0386650626437633,0.0,0.0,,
1898,760808,7592,0.024029874018870405,0.25,0.25,,,,,
1899,761228,7596,0.017662723682515143,0.75,0.75,,,,,
1900,761680,7600,0.018340029516659518,0.75,0.75,,,,,
1901,762132,7604,0.020143581359595552,1.0,1.0,,,,,
1902,762488,7608,0.025596777537385786,0.75,0.75,,,,,
1903,762812,7612,0.02219539312823977,0.75,0.75,,,,,
1904,763200,7616,0.022072072065265902,0.5,0.5,,,,,
1905,763396,7620,0.025881844454250996,0.75,0.75,0.032647925302381274,0.25,0.25,,
1906,763848,7624,0.014815149521793662,1.0,1.0,,,,,
1907,764268,7628,0.02280368310268089,0.75,0.75,,,,,
1908,764688,7632,0.023392829207130254,0.75,0.75,,,,,
1909,765076,7636,0.030523335160754922,0.5,0.5,,,,,
1910,765432,7640,0.02772671968299624,0.25,0.25,,,,,
1911,765852,7644,0.020096711787039548,0.75,0.75,,,,,
1912,766272,7648,0.023491845990154716,0.5,0.5,,,,,
1913,766724,7652,0.021169306437096466,0.75,0.75,0.027556389698066536,0.5,0.5,,
1914,767144,7656,0.02869972054521515,0.5,0.5,,,,,
1915,767532,7660,0.021938876024000867,1.0,1.0,,,,,
1916,767792,7664,0.01903661006916579,1.0,1.0,,,,,
1917,768212,7668,0.01992899041675306,0.75,0.75,,,,,
1918,768632,7672,0.017952736762696084,1.0,1.0,,,,,
1919,769020,7676,0.02369975814487049,0.5,0.5,,,,,
1920,769408,7680,0.020179125149645216,0.75,0.75,,,,,
1921,769668,7684,0.028031312849467156,0.75,0.75,0.03568941165458244,0.25,0.25,,
1922,769992,7688,0.034644209678236504,0.5,0.5,,,,,
1923,770412,7692,0.020559206901891072,0.75,0.75,,,,,
1924,770832,7696,0.023478897613508527,0.5,0.5,,,,,
1925,771284,7700,0.019134194700083113,1.0,1.0,,,,,
1926,771704,7704,0.02395987906952252,0.75,0.75,,,,,
1927,772604,7708,0.011850071389087244,1.0,1.0,,,,,
1928,773024,7712,0.015594113409577256,1.0,1.0,,,,,
1929,773476,7716,0.01421857592429977,1.0,1.0,0.03190494590069135,0.5,0.5,,
1930,773992,7720,0.016814330449717897,0.75,0.75,,,,,
1931,774412,7724,0.023613234796053064,1.0,1.0,,,,,
1932,774832,7728,0.02550070747063352,0.75,0.75,,,,,
1933,775252,7732,0.021234206935463976,0.75,0.75,,,,,
1934,775608,7736,0.024015233220575763,0.75,0.75,,,,,
1935,775804,7740,0.029270196425139446,0.75,0.75,,,,,
1936,776256,7744,0.018436763926224092,0.75,0.75,,,,,
1937,776708,7748,0.025065528456536788,0.5,0.5,0.028790573030293518,0.5,0.5,,
1938,777128,7752,0.01694831171843305,0.75,0.75,,,,,
1939,777516,7756,0.020809906455189476,0.75,0.75,,,,,
1940,777904,7760,0.02543361916155429,0.5,0.5,,,,,
1941,778324,7764,0.02666143761587893,0.5,0.5,,,,,
1942,778744,7768,0.021334621993009714,1.0,1.0,,,,,
1943,779164,7772,0.01871261404362751,0.75,0.75,,,,,
1944,779584,7776,0.018370456447893754,1.0,1.0,,,,,
1945,779972,7780,0.02079218425525627,0.75,0.75,0.028643057519351152,0.75,0.75,,
1946,780264,7784,0.020489740224674872,1.0,1.0,,,,,
1947,780492,7788,0.03181555321208374,0.75,0.75,,,,,
1948,780912,7792,0.025077015046383187,0.5,0.5,,,,,
1949,781172,7796,0.03166996875935893,0.5,0.5,,,,,
1950,781592,7800,0.016065712269349143,0.75,0.75,,,,,
1951,782076,7804,0.020391480834407463,0.75,0.75,,,,,
1952,782464,7808,0.024612139702245656,0.75,0.75,,,,,
1953,782852,7812,0.02715751145324854,0.75,0.75,0.01950721835480019,0.75,0.75,,
1954,783176,7816,0.035370644660620516,0.25,0.25,,,,,
1955,783628,7820,0.03343233476403177,0.5,0.5,,,,,
1956,784016,7824,0.020946340571937203,1.0,1.0,,,,,
1957,784404,7828,0.027014013465257895,1.0,1.0,,,,,
1958,784856,7832,0.017179236552202288,1.0,1.0,,,,,
1959,785308,7836,0.028415435475691468,0.25,0.25,,,,,
1960,785664,7840,0.026252515568664404,0.5,0.5,,,,,
1961,786084,7844,0.01482834186855246,1.0,1.0,0.04336215026300512,0.25,0.25,,
1962,786504,7848,0.031117152514360227,0.25,0.25,,,,,
1963,786924,7852,0.02968102890062036,0.5,0.5,,,,,
1964,787312,7856,0.02210396831075388,0.75,0.75,,,,,
1965,787732,7860,0.022286971464009927,0.5,0.5,,,,,
1966,788184,7864,0.029490241681477933,0.5,0.5,,,,,
1967,788604,7868,0.028493256972203937,0.5,0.5,,,,,
1968,789024,7872,0.023896750857868312,0.5,0.5,,,,,
1969,789444,7876,0.02421029586760946,0.75,0.75,0.0299341861792741,0.25,0.25,,
1970,789768,7880,0.022023191137951696,1.0,1.0,,,,,
1971,790220,7884,0.02378099305357517,0.75,0.75,,,,,
1972,790672,7888,0.02260379102651127,0.75,0.75,,,,,
1973,791156,7892,0.018924474894204527,0.75,0.75,,,,,
1974,791512,7896,0.027158680191559946,0.5,0.5,,,,,
1975,791932,7900,0.024170665636006474,0.75,0.75,,,,,
1976,792352,7904,0.02658096972261404,0.25,0.25,,,,,
1977,792708,7908,0.020160671313176046,0.75,0.75,0.02262303189578219,0.5,0.5,,
1978,793128,7912,0.0174376647484364,0.5,0.5,,,,,
1979,793548,7916,0.025537169504717055,1.0,1.0,,,,,
1980,794000,7920,0.026982509816488483,0.5,0.5,,,,,
1981,794452,7924,0.023312134636716997,1.0,1.0,,,,,
1982,794904,7928,0.01983416681017216,0.5,0.5,,,,,
1983,795292,7932,0.022715381671916387,0.5,0.5,,,,,
1984,795680,7936,0.023172200907556405,1.0,1.0,,,,,
1985,795940,7940,0.027710768673246733,0.75,0.75,0.03136367492296523,0.5,0.5,,
1986,796360,7944,0.027759814595878455,0.5,0.5,,,,,
1987,796748,7948,0.022254062572019773,1.0,1.0,,,,,
1988,797136,7952,0.019471735565125953,0.75,0.75,,,,,
1989,797524,7956,0.021095466073898072,0.75,0.75,,,,,
1990,797944,7960,0.028714090874302958,0.5,0.5,,,,,
1991,798428,7964,0.015141464055165614,1.0,1.0,,,,,
1992,798816,7968,0.021488704186468605,0.5,0.5,,,,,
1993,799108,7972,0.02809481370965721,0.25,0.25,0.03702457645957732,0.25,0.25,,
1994,799496,7976,0.031305319382259666,0.75,0.75,,,,,
1995,799980,7980,0.026477528075904182,0.25,0.25,,,,,
1996,800400,7984,0.021086255112747775,0.75,0.75,,,,,
1997,800820,7988,0.027530252224810717,0.75,0.75,,,,,
1998,801240,7992,0.0193311359914319,0.75,0.75,,,,,
1999,801692,7996,0.015077500159545341,1.0,1.0,,,,,
2000,802112,8000,0.024303748969988246,0.5,0.5,,,,,
2001,802564,8004,0.027834018636405063,0.5,0.5,0.022312713379765,0.75,0.75,,
2002,802984,8008,0.02515395955053779,0.5,0.5,,,,,
2003,803340,8012,0.02486000763398656,0.5,0.5,,,,,
2004,803728,8016,0.02506476777395314,0.75,0.75,,,,,
2005,804180,8020,0.0152090884409701,0.75,0.75,,,,,
2006,804472,8024,0.02282268781386604,1.0,1.0,,,,,
2007,804924,8028,0.019065993744920687,0.75,0.75,,,,,
2008,805344,8032,0.021692436672540158,1.0,1.0,,,,,
2009,805828,8036,0.022865080311406816,0.75,0.75,0.01956844033965884,0.75,0.75,,
2010,806184,8040,0.023884489221263825,0.75,0.75,,,,,
2011,806412,8044,0.04250230125812986,0.25,0.25,,,,,
2012,806800,8048,0.026420743696834583,0.75,0.75,,,,,
2013,807220,8052,0.025326305809824666,0.5,0.5,,,,,
2014,807640,8056,0.0244338159985397,0.75,0.75,,,,,
2015,808572,8060,0.012803715283080736,0.75,0.75,,,,,
2016,809024,8064,0.018941430383270463,0.75,0.75,,,,,
2017,809476,8068,0.023815038183243514,0.75,0.75,0.04294689376159876,0.25,0.25,,
2018,809928,8072,0.02163014092429218,1.0,1.0,,,,,
2019,810348,8076,0.015964584413366345,0.75,0.75,,,,,
2020,810736,8080,0.01876214689674789,1.0,1.0,,,,,
2021,811060,8084,0.020884596413759424,1.0,1.0,,,,,
2022,811384,8088,0.025553894330851694,1.0,1.0,,,,,
2023,811644,8092,0.018710972531841053,1.0,1.0,,,,,
2024,812032,8096,0.017307924976974812,1.0,1.0,,,,,
2025,812484,8100,0.019348529539344666,0.5,0.5,0.03668850235739052,0.25,0.25,,
2026,812680,8104,0.0330294780870742,0.5,0.5,,,,,
2027,813100,8108,0.014042801695911091,1.0,1.0,,,,,
2028,813488,8112,0.030148867528590986,0.75,0.75,,,,,
2029,813940,8116,0.01880834616315342,0.5,0.5,,,,,
2030,814392,8120,0.02473093152224176,0.75,0.75,,,,,
2031,814684,8124,0.01801671103298331,1.0,1.0,,,,,
2032,815072,8128,0.02639460532424674,0.5,0.5,,,,,
2033,815492,8132,0.02404455606714674,0.5,0.5,0.0349942560101537,0.25,0.25,,
2034,815880,8136,0.023524142361559183,0.75,0.75,,,,,
2035,816300,8140,0.014092263477190885,0.75,0.75,,,,,
2036,816688,8144,0.028169301363187266,0.5,0.5,,,,,
2037,817108,8148,0.02507203026176711,1.0,1.0,,,,,
2038,817464,8152,0.025344372789864036,1.0,1.0,,,,,
2039,817916,8156,0.017623205405318015,1.0,1.0,,,,,
2040,818336,8160,0.017700096507602306,1.0,1.0,,,,,
2041,818788,8164,0.014572753186163873,0.75,0.75,0.030792886319956844,0.25,0.25,,
2042,819144,8168,0.03046417677674438,0.25,0.25,,,,,
2043,819532,8172,0.029592347783002588,0.5,0.5,,,,,
2044,819984,8176,0.02470740447227509,0.75,0.75,,,,,
2045,820308,8180,0.022189855817010794,0.75,0.75,,,,,
2046,820696,8184,0.017272992311458072,0.75,0.75,,,,,
2047,821084,8188,0.01897129091440815,0.5,0.5,,,,,
2048,821536,8192,0.022977777818564003,1.0,1.0,,,,,
2049,821956,8196,0.023902837375810757,1.0,1.0,0.029242927186349972,0.5,0.5,,
2050,822280,8200,0.022295790891735806,0.75,0.75,,,,,
2051,822636,8204,0.025790264058024714,0.5,0.5,,,,,
2052,822928,8208,0.017767989796953917,1.0,1.0,,,,,
2053,823380,8212,0.01687678616786002,0.75,0.75,,,,,
2054,823768,8216,0.019200625386316145,1.0,1.0,,,,,
2055,824156,8220,0.01229751220114141,1.0,1.0,,,,,
2056,824416,8224,0.04112348793776967,0.5,0.5,,,,,
2057,824868,8228,0.023772359499476255,0.5,0.5,0.035112284757577245,0.5,0.5,,
2058,825352,8232,0.017254628484278094,0.5,0.5,,,,,
2059,825772,8236,0.0394542042004119,0.25,0.25,,,,,
2060,826064,8240,0.0154267234361987,1.0,1.0,,,,,
2061,826452,8244,0.02199741276689243,0.75,0.75,,,,,
2062,826936,8248,0.01587325976929452,1.0,1.0,,,,,
2063,827356,8252,0.0318520526893164,0.75,0.75,,,,,
2064,827744,8256,0.026029800300026065,0.5,0.5,,,,,
2065,828100,8260,0.02606943116931693,0.75,0.75,0.04241959185231444,0.25,0.25,,
2066,828648,8264,0.014715512062046906,1.0,1.0,,,,,
2067,829068,8268,0.015148926503646317,1.0,1.0,,,,,
2068,829424,8272,0.02054897267680877,0.75,0.75,,,,,
2069,829812,8276,0.021228876613363565,0.75,0.75,,,,,
2070,830264,8280,0.018851550665108803,0.5,0.5,,,,,
2071,830620,8284,0.02444168932841266,0.5,0.5,,,,,
2072,831072,8288,0.018339319925140183,0.5,0.5,,,,,
2073,831524,8292,0.024110314180896802,0.5,0.5,0.027731140566869372,0.25,0.25,,
2074,831912,8296,0.018655394535339577,1.0,1.0,,,,,
2075,832364,8300,0.0157211974784972,0.75,0.75,,,,,
2076,832816,8304,0.01906199070883722,0.5,0.5,,,,,
2077,833204,8308,0.017952906205664598,0.75,0.75,,,,,
2078,833624,8312,0.023959416483765476,0.5,0.5,,,,,
2079,833852,8316,0.025381230954766597,1.0,1.0,,,,,
2080,834304,8320,0.02346715294574413,0.75,0.75,,,,,
2081,834820,8324,0.02000511021222518,0.5,0.5,0.025305555804384313,0.5,0.5,,
2082,835208,8328,0.019110329230816465,0.75,0.75,,,,,
2083,835692,8332,0.013907646515736794,1.0,1.0,,,,,
2084,836112,8336,0.016972454244826775,1.0,1.0,,,,,
2085,836532,8340,0.024308703726955164,0.5,0.5,,,,,
2086,836952,8344,0.02178916543920277,0.75,0.75,,,,,
2087,837276,8348,0.02063804712964446,0.5,0.5,,,,,
2088,837696,8352,0.022999491552341822,0.75,0.75,,,,,
2089,838084,8356,0.02979778807140412,0.75,0.75,0.05411757650778913,0.25,0.25,,
2090,838504,8360,0.023067046701141795,0.5,0.5,,,,,
2091,838732,8364,0.03905025202395262,0.5,0.5,,,,,
2092,839152,8368,0.02298923956799559,0.75,0.75,,,,,
2093,839444,8372,0.03372916958333152,0.5,0.5,,,,,
2094,839864,8376,0.022801579725598566,0.75,0.75,,,,,
2095,840252,8380,0.0169338477152413,1.0,1.0,,,,,
2096,840704,8384,0.01955664352516298,1.0,1.0,,,,,
2097,841124,8388,0.021103665013795223,0.75,0.75,0.03306141520110417,0.5,0.5,,
2098,841608,8392,0.0215337259291439,0.75,0.75,,,,,
2099,841836,8396,0.020182090460859652,1.0,1.0,,,,,
2100,842224,8400,0.017295381157699054,0.75,0.75,,,,,
2101,842484,8404,0.0204921246658634,1.0,1.0,,,,,
2102,842872,8408,0.03071054608711292,0.25,0.25,,,,,
2103,843324,8412,0.028336215109790654,0.75,0.75,,,,,
2104,843808,8416,0.021582676190426146,0.5,0.5,,,,,
2105,844164,8420,0.03044528415476401,0.5,0.5,0.025930665893582772,0.75,0.75,,
2106,844424,8424,0.031587438836124554,0.5,0.5,,,,,
2107,844748,8428,0.028261291735108184,0.75,0.75,,,,,
2108,844976,8432,0.020760182191870872,1.0,1.0,,,,,
2109,845364,8436,0.02024607766653581,0.75,0.75,,,,,
2110,845816,8440,0.02023835741475891,0.5,0.5,,,,,
2111,846268,8444,0.020057787423221136,1.0,1.0,,,,,
2112,846720,8448,0.02308859109035954,0.75,0.75,,,,,
2113,847140,8452,0.026112325186902572,0.25,0.25,0.05210979506952138,0.25,0.25,,
2114,847592,8456,0.01906549191620836,1.0,1.0,,,,,
2115,848044,8460,0.024976938784119225,0.5,0.5,,,,,
2116,848496,8464,0.025479047793038608,0.5,0.5,,,,,
2117,848948,8468,0.02482782691378024,1.0,1.0,,,,,
2118,849208,8472,0.026675741593771996,0.75,0.75,,,,,
2119,849628,8476,0.016254763934076464,1.0,1.0,,,,,
2120,849952,8480,0.035257586221707896,0.25,0.25,,,,,
2121,850372,8484,0.023376898864072824,1.0,1.0,0.025029595142290074,0.75,0.75,,
2122,850760,8488,0.024254081156915793,0.75,0.75,,,,,
2123,851052,8492,0.02907538379530318,0.5,0.5,,,,,
2124,851376,8496,0.016716796345696026,0.75,0.75,,,,,
2125,851764,8500,0.024632046184674534,1.0,1.0,,,,,
2126,852152,8504,0.028360459499140612,0.25,0.25,,,,,
2127,852508,8508,0.019061004470248277,1.0,1.0,,,,,
2128,852928,8512,0.017152059707309927,0.75,0.75,,,,,
2129,853380,8516,0.020927156598932063,0.5,0.5,0.029521775724515368,0.5,0.5,,
2130,853640,8520,0.024012081048677664,0.75,0.75,,,,,
2131,853868,8524,0.024679677768207366,0.75,0.75,,,,,
2132,854256,8528,0.020312945421177498,0.75,0.75,,,,,
2133,854740,8532,0.017656735777234776,1.0,1.0,,,,,
2134,855128,8536,0.015662153863053047,1.0,1.0,,,,,
2135,855548,8540,0.024125879324355816,0.75,0.75,,,,,
2136,855904,8544,0.022246534015054973,0.75,0.75,,,,,
2137,856356,8548,0.020708197924443738,0.75,0.75,0.023237164668973583,0.5,0.5,,
2138,856840,8552,0.013595669934094893,1.0,1.0,,,,,
2139,857292,8556,0.02185466417271818,0.75,0.75,,,,,
2140,857712,8560,0.01750713113734616,0.75,0.75,,,,,
2141,858100,8564,0.01653881865147906,1.0,1.0,,,,,
2142,858520,8568,0.019634227460826777,0.75,0.75,,,,,
2143,858908,8572,0.025142011804658124,0.75,0.75,,,,,
2144,859200,8576,0.028016048630299953,0.25,0.25,,,,,
2145,859556,8580,0.02463598101557578,0.75,0.75,0.02695029678349764,0.75,0.75,,
2146,859944,8584,0.021987438214462737,1.0,1.0,,,,,
2147,860364,8588,0.019762722948093593,0.25,0.25,,,,,
2148,860752,8592,0.04865514388624525,0.5,0.5,,,,,
2149,861204,8596,0.025343354519519506,0.25,0.25,,,,,
2150,861592,8600,0.022553119517609632,0.75,0.75,,,,,
2151,862044,8604,0.017667659501649342,1.0,1.0,,,,,
2152,862432,8608,0.03158451253793109,0.5,0.5,,,,,
2153,862788,8612,0.02722601680485008,0.75,0.75,0.03821504572621561,0.25,0.25,,
2154,863016,8616,0.021809509956576472,0.75,0.75,,,,,
2155,863404,8620,0.01886696924454488,0.5,0.5,,,,,
2156,863856,8624,0.02363047644051611,0.75,0.75,,,,,
2157,864244,8628,0.024807022680973487,0.75,0.75,,,,,
2158,864664,8632,0.019584670893562302,0.75,0.75,,,,,
2159,865116,8636,0.01644052308280503,1.0,1.0,,,,,
2160,865600,8640,0.014404824636651957,1.0,1.0,,,,,
2161,865988,8644,0.025121800431189622,0.5,0.5,0.02695218471215216,0.75,0.75,,
2162,866440,8648,0.022436182502870532,0.75,0.75,,,,,
2163,866860,8652,0.018772680678793084,0.75,0.75,,,,,
2164,867216,8656,0.017602391619111046,1.0,1.0,,,,,
2165,867636,8660,0.020706456169301998,1.0,1.0,,,,,
2166,868024,8664,0.02310932572079707,0.75,0.75,,,,,
2167,868220,8668,0.03685667408421622,0.5,0.5,,,,,
2168,868544,8672,0.018171138346237854,0.75,0.75,,,,,
2169,868996,8676,0.01935142488357527,0.75,0.75,0.02798147843899597,0.75,0.75,,
2170,869416,8680,0.016129262872680055,0.75,0.75,,,,,
2171,869740,8684,0.02977234400295566,0.5,0.5,,,,,
2172,870192,8688,0.020714196579183226,0.75,0.75,,,,,
2173,870516,8692,0.031025235658594785,0.25,0.25,,,,,
2174,870936,8696,0.02520622427552518,0.5,0.5,,,,,
2175,871356,8700,0.027143415588494778,0.5,0.5,,,,,
2176,871712,8704,0.021232379141740875,1.0,1.0,,,,,
2177,872068,8708,0.027902915236352147,0.5,0.5,0.02215318497655436,1.0,1.0,,
2178,872520,8712,0.021706088323567737,1.0,1.0,,,,,
2179,872940,8716,0.017063791079743262,1.0,1.0,,,,,
2180,873360,8720,0.021129867712059953,0.75,0.75,,,,,
2181,873748,8724,0.019138235216727393,1.0,1.0,,,,,
2182,874168,8728,0.020705938391896203,1.0,1.0,,,,,
2183,874556,8732,0.01802938371392626,0.75,0.75,,,,,
2184,875008,8736,0.01520092105123244,1.0,1.0,,,,,
2185,875460,8740,0.03269443587411105,0.25,0.25,0.03721647835297194,0.25,0.25,,
2186,875752,8744,0.018806631738334165,1.0,1.0,,,,,
2187,876044,8748,0.019544504087740347,1.0,1.0,,,,,
2188,876464,8752,0.022388885578928003,0.25,0.25,,,,,
2189,876820,8756,0.03049487136612616,0.5,0.5,,,,,
2190,877272,8760,0.020662287558537544,0.75,0.75,,,,,
2191,877692,8764,0.01773730937721329,0.75,0.75,,,,,
2192,878144,8768,0.01895344598909235,0.75,0.75,,,,,
2193,878500,8772,0.019555439162547882,0.75,0.75,0.028779835005714405,0.5,0.5,,
2194,878920,8776,0.019922040920846686,0.75,0.75,,,,,
2195,879308,8780,0.026134856565880545,0.75,0.75,,,,,
2196,879728,8784,0.019143792325592678,0.75,0.75,,,,,
2197,880084,8788,0.020637442013027266,1.0,1.0,,,,,
2198,880440,8792,0.01836661539336676,1.0,1.0,,,,,
2199,880796,8796,0.024086526629580583,0.5,0.5,,,,,
2200,881280,8800,0.014965028449295573,0.75,0.75,,,,,
2201,881572,8804,0.020239985313834172,1.0,1.0,0.051502457765983965,0.5,0.5,,
2202,882024,8808,0.01756818623537734,0.75,0.75,,,,,
2203,882444,8812,0.019037707376431637,1.0,1.0,,,,,
2204,882896,8816,0.02468124419681325,1.0,1.0,,,,,
2205,883316,8820,0.016910698854534324,0.75,0.75,,,,,
2206,883736,8824,0.02710431500274043,0.75,0.75,,,,,
2207,884156,8828,0.017972494673099634,0.75,0.75,,,,,
2208,884544,8832,0.024802653192437088,0.5,0.5,,,,,
2209,884900,8836,0.017294236533735265,1.0,1.0,0.02623465086205994,0.25,0.25,,
2210,885352,8840,0.019911468866714566,0.75,0.75,,,,,
2211,885740,8844,0.02208835218245729,1.0,1.0,,,,,
2212,886128,8848,0.02230968873799014,0.75,0.75,,,,,
2213,886548,8852,0.02859266824834385,0.5,0.5,,,,,
2214,886968,8856,0.019951998871999648,0.75,0.75,,,,,
2215,887356,8860,0.020393911489301655,0.75,0.75,,,,,
2216,887744,8864,0.023655749818634126,0.5,0.5,,,,,
2217,888132,8868,0.022259008635777348,0.75,0.75,0.02298963704329227,0.5,0.5,,
2218,888520,8872,0.023468920103698613,0.75,0.75,,,,,
2219,888972,8876,0.011727545716436832,1.0,1.0,,,,,
2220,889392,8880,0.020265045253343564,0.75,0.75,,,,,
2221,889684,8884,0.022798919195794964,1.0,1.0,,,,,
2222,890168,8888,0.015133320460661369,1.0,1.0,,,,,
2223,890492,8892,0.02350634655560438,0.75,0.75,,,,,
2224,891008,8896,0.012959156151047289,1.0,1.0,,,,,
2225,891364,8900,0.01622768969754621,0.75,0.75,0.033342145997803926,0.25,0.25,,
2226,891912,8904,0.01753915030159364,0.25,0.25,,,,,
2227,892300,8908,0.026615959731366184,0.5,0.5,,,,,
2228,892752,8912,0.021715949877005526,0.25,0.25,,,,,
2229,893172,8916,0.016102907058334868,1.0,1.0,,,,,
2230,893592,8920,0.022728950476477664,0.75,0.75,,,,,
2231,894012,8924,0.027261610177170388,0.25,0.25,,,,,
