step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
850,342152,3400,0.03140516429891105,0.25,0.25,,,,,
851,342572,3404,0.02925745164392886,0.75,0.75,,,,,
852,342960,3408,0.02297392676820337,0.75,0.75,,,,,
853,343188,3412,0.035532946545892105,0.5,0.5,,,,,
854,343640,3416,0.02790173106566889,0.75,0.75,,,,,
855,344124,3420,0.023972370714774042,0.5,0.5,,,,,
856,344512,3424,0.0259725353403555,0.75,0.75,,,,,
857,344964,3428,0.02414923213624243,0.5,0.5,0.033068435424557466,0.25,0.25,,
858,345384,3432,0.0349544418455796,0.5,0.5,,,,,
859,345772,3436,0.02262106828781403,0.75,0.75,,,,,
860,345968,3440,0.05667899095201164,0.25,0.25,,,,,
861,346388,3444,0.029722164319149705,0.75,0.75,,,,,
862,346584,3448,0.05635938130535179,0.25,0.25,,,,,
863,347004,3452,0.02774446599493733,0.5,0.5,,,,,
864,347456,3456,0.020886485973236564,0.75,0.75,,,,,
865,347908,3460,0.03127726625130202,0.0,0.0,0.030132282863280013,0.5,0.5,,
866,348200,3464,0.02277426177093629,0.5,0.5,,,,,
867,348524,3468,0.026004465692243517,0.75,0.75,,,,,
868,348880,3472,0.021799852122716488,0.75,0.75,,,,,
869,349332,3476,0.020888737127949718,0.75,0.75,,,,,
870,349784,3480,0.02315667879848271,0.75,0.75,,,,,
871,350236,3484,0.02935541527487032,0.25,0.25,,,,,
872,350656,3488,0.037256509181216,0.0,0.0,,,,,
873,351044,3492,0.021573612009919998,1.0,1.0,0.030600532771042778,0.0,0.0,,
874,351688,3496,0.019386133865131328,0.5,0.5,,,,,
875,352076,3500,0.029781911257897586,0.5,0.5,,,,,
876,352400,3504,0.037767155453528344,0.0,0.0,,,,,
877,352820,3508,0.03275056856822577,0.5,0.5,,,,,
878,353176,3512,0.031000125458113533,0.25,0.25,,,,,
879,353596,3516,0.029573331372857167,0.5,0.5,,,,,
880,354048,3520,0.02854166618497256,0.0,0.0,,,,,
881,354404,3524,0.03160732922667462,0.5,0.5,0.03533624486108457,0.25,0.25,,
882,354824,3528,0.02655952507411336,0.25,0.25,,,,,
883,355244,3532,0.02802604320063534,0.5,0.5,,,,,
884,355696,3536,0.03079853672036068,0.0,0.0,,,,,
885,356020,3540,0.03884534974621227,0.0,0.0,,,,,
886,356376,3544,0.030401854925260065,0.25,0.25,,,,,
887,356764,3548,0.028584599839180477,0.0,0.0,,,,,
888,357216,3552,0.025797055917161714,0.75,0.75,,,,,
889,357604,3556,0.027234254658784204,1.0,1.0,0.028774535906926735,0.25,0.25,,
890,358024,3560,0.03272948560309522,0.5,0.5,,,,,
891,358444,3564,0.03497317179475082,0.25,0.25,,,,,
892,358704,3568,0.026689190097499135,0.75,0.75,,,,,
893,359124,3572,0.024809517369985417,0.5,0.5,,,,,
894,359352,3576,0.03244248777493275,0.75,0.75,,,,,
895,359836,3580,0.02890803244641628,0.0,0.0,,,,,
896,360096,3584,0.04083673118601994,0.5,0.5,,,,,
897,360516,3588,0.023538962881681565,1.0,1.0,0.03225669973492075,0.5,0.5,,
898,360904,3592,0.0333805704487088,0.25,0.25,,,,,
899,361324,3596,0.03002500541163167,0.0,0.0,,,,,
900,361680,3600,0.026218610837573084,0.5,0.5,,,,,
901,362068,3604,0.020043511335703482,0.75,0.75,,,,,
902,362488,3608,0.024483320941062984,0.75,0.75,,,,0.398333340883255,0.3058464672382012
903,362876,3612,0.03573080690460074,0.25,0.25,,,,,
904,363264,3616,0.029737146272010285,0.25,0.25,,,,,
905,363556,3620,0.02965804780779889,0.75,0.75,0.055741251675230495,0.0,0.0,,
906,363976,3624,0.02467596783000046,0.5,0.5,,,,,
907,364364,3628,0.025002503110031733,0.75,0.75,,,,,
908,364784,3632,0.028200514621184204,0.0,0.0,,,,,
909,365204,3636,0.025473256930153395,0.75,0.75,,,,,
910,365624,3640,0.02544886574685489,0.5,0.5,,,,,
911,365980,3644,0.02574846178040885,0.75,0.75,,,,,
912,366528,3648,0.023799894141939452,0.5,0.5,,,,,
913,366980,3652,0.026969310987186405,0.5,0.5,0.02699368445966788,0.5,0.5,,
914,367432,3656,0.03277472502416921,0.25,0.25,,,,,
915,367884,3660,0.0219153201004385,0.5,0.5,,,,,
916,368208,3664,0.03820532368450745,0.25,0.25,,,,,
917,368724,3668,0.025525227626816402,0.25,0.25,,,,,
918,369112,3672,0.016991949055059383,1.0,1.0,,,,,
919,369532,3676,0.027744801533377852,0.5,0.5,,,,,
920,369824,3680,0.02443544820731581,0.75,0.75,,,,,
921,370276,3684,0.030316849574175613,0.5,0.5,0.03343862291237641,0.5,0.5,,
922,370472,3688,0.04110240741704123,0.25,0.25,,,,,
923,370828,3692,0.028908881830748415,0.75,0.75,,,,,
924,371248,3696,0.026447651365848188,0.5,0.5,,,,,
925,371668,3700,0.0313246599331256,0.0,0.0,,,,,
926,371928,3704,0.03809643226399729,0.5,0.5,,,,,
927,372380,3708,0.025524154913949163,0.5,0.5,,,,,
928,372736,3712,0.033478229280928896,0.5,0.5,,,,,
929,373156,3716,0.030670397010725006,0.5,0.5,0.02563283610113471,0.5,0.5,,
930,373544,3720,0.03317330779471698,0.25,0.25,,,,,
931,373868,3724,0.03313196964935537,0.25,0.25,,,,,
932,374256,3728,0.02440618724059533,0.5,0.5,,,,,
933,374708,3732,0.023420771678791825,0.5,0.5,,,,,
934,375064,3736,0.03443759938985957,0.5,0.5,,,,,
935,375484,3740,0.028975642468487085,0.5,0.5,,,,,
936,376032,3744,0.017445505312977783,0.5,0.5,,,,,
937,376292,3748,0.035523449411242664,0.75,0.75,0.03497111421998304,0.25,0.25,,
938,376584,3752,0.033489519541662204,0.5,0.5,,,,,
939,377036,3756,0.029499015733167575,0.25,0.25,,,,,
940,377456,3760,0.02532797073914226,0.0,0.0,,,,,
941,377780,3764,0.03541031335066715,0.0,0.0,,,,,
942,378168,3768,0.021919505442580773,0.75,0.75,,,,,
943,378620,3772,0.028890426685345687,0.25,0.25,,,,,
944,378944,3776,0.031004451385142944,0.5,0.5,,,,,
945,379364,3780,0.02289094142748599,1.0,1.0,0.02824599422955172,0.5,0.5,,
946,379656,3784,0.03038355285359647,0.5,0.5,,,,,
947,380108,3788,0.021839569226926623,0.75,0.75,,,,,
948,380528,3792,0.030585113033036855,0.25,0.25,,,,,
949,380980,3796,0.027926508822382755,0.5,0.5,,,,,
950,381400,3800,0.03621135282745522,0.25,0.25,,,,,
951,381788,3804,0.020147172271672485,1.0,1.0,,,,,
952,382112,3808,0.03446873637702254,0.25,0.25,,,,,
953,382532,3812,0.025371597429668172,1.0,1.0,0.033412170353329655,0.5,0.5,,
954,382952,3816,0.026726082133498738,0.75,0.75,,,,,
955,383404,3820,0.02464601236521479,0.75,0.75,,,,,
956,383760,3824,0.027582781469725016,0.75,0.75,,,,,
957,384180,3828,0.028844632967221215,0.25,0.25,,,,,
958,384664,3832,0.020646332523414305,0.5,0.5,,,,,
959,385084,3836,0.027425974286361364,0.75,0.75,,,,,
960,385504,3840,0.018783118944548264,0.75,0.75,,,,,
961,385924,3844,0.033454627644019255,0.75,0.75,0.02332283262902089,0.75,0.75,,
962,386376,3848,0.025686920749701077,0.5,0.5,,,,,
963,386764,3852,0.02528207206196972,0.25,0.25,,,,,
964,387152,3856,0.021375014116538863,0.75,0.75,,,,,
965,387508,3860,0.03446670815274708,0.25,0.25,,,,,
966,387864,3864,0.028993585817520505,0.25,0.25,,,,,
967,388284,3868,0.01854294896245899,0.5,0.5,,,,,
968,388672,3872,0.02938425338369399,0.0,0.0,,,,,
969,389124,3876,0.023090458913649824,0.75,0.75,0.04586639583026356,0.0,0.0,,
970,389448,3880,0.02824375281626316,0.5,0.5,,,,,
971,389868,3884,0.031609497325529916,0.5,0.5,,,,,
972,390288,3888,0.025496874056228233,0.75,0.75,,,,,
973,390676,3892,0.023389136283260965,0.75,0.75,,,,,
974,390968,3896,0.029365905580912684,0.5,0.5,,,,,
975,391420,3900,0.029300051207701468,0.25,0.25,,,,,
976,391840,3904,0.024138039652474828,0.25,0.25,,,,,
977,392228,3908,0.033307150809187225,0.5,0.5,0.027215191765494758,0.5,0.5,,
978,392616,3912,0.01952050942706142,0.75,0.75,,,,,
979,393068,3916,0.026185951641220593,0.25,0.25,,,,,
980,393488,3920,0.020475032421217065,0.75,0.75,,,,,
981,393908,3924,0.025845511888517934,0.75,0.75,,,,,
982,394296,3928,0.02256339957217525,1.0,1.0,,,,,
983,394716,3932,0.026468491739710946,0.5,0.5,,,,,
984,395104,3936,0.029941074396827954,0.25,0.25,,,,,
985,395556,3940,0.033849717829699075,0.5,0.5,0.03547065988385848,0.5,0.5,,
986,395976,3944,0.027066800482440034,0.5,0.5,,,,,
987,396428,3948,0.02649859405772877,0.25,0.25,,,,,
988,396880,3952,0.018710210909543352,0.75,0.75,,,,,
989,397236,3956,0.034341579600613945,0.25,0.25,,,,,
990,397656,3960,0.0267676218651553,0.25,0.25,,,,,
991,398140,3964,0.02927446736384968,0.5,0.5,,,,,
992,398560,3968,0.019998598007278864,0.75,0.75,,,,,
993,398980,3972,0.031024218652877775,0.5,0.5,0.03430967664614587,0.25,0.25,,
994,399368,3976,0.026658282113635037,0.25,0.25,,,,,
995,399820,3980,0.022360255185879103,0.25,0.25,,,,,
996,400304,3984,0.027904635143112963,0.25,0.25,,,,,
997,400596,3988,0.029173665527071648,0.75,0.75,,,,,
998,401048,3992,0.024187519000773452,0.5,0.5,,,,,
999,401468,3996,0.027496068697967162,0.0,0.0,,,,,
1000,401856,4000,0.03297521435453108,0.25,0.25,,,,,
1001,402212,4004,0.029510094176065215,0.5,0.5,0.0308312410629389,0.5,0.5,,
1002,402600,4008,0.025215331855678137,1.0,1.0,,,,,
1003,403020,4012,0.0283015092157358,0.5,0.5,,,,,
1004,403312,4016,0.046060930278440736,0.25,0.25,,,,,
1005,403764,4020,0.021192483172617443,0.5,0.5,,,,,
1006,403992,4024,0.03919512758845583,0.5,0.5,,,,,
1007,404380,4028,0.026605204786585377,0.5,0.5,,,,,
1008,404832,4032,0.018947279893223565,1.0,1.0,,,,,
1009,405284,4036,0.027066060885300943,0.25,0.25,0.03085371337094056,0.0,0.0,,
1010,405672,4040,0.030564460544972194,0.5,0.5,,,,,
1011,406124,4044,0.02350769247125543,0.5,0.5,,,,,
1012,406576,4048,0.024453629622587247,0.75,0.75,,,,,
1013,406964,4052,0.023419029993021496,0.5,0.5,,,,,
1014,407416,4056,0.027293156691186152,0.5,0.5,,,,,
1015,407900,4060,0.023051841641079634,0.5,0.5,,,,,
1016,408192,4064,0.04141862719110445,0.25,0.25,,,,,
1017,408612,4068,0.028592179306748164,0.25,0.25,0.032610810965218645,0.0,0.0,,
1018,409064,4072,0.026529078422191134,0.25,0.25,,,,,
1019,409484,4076,0.026174504064834292,0.25,0.25,,,,,
1020,409936,4080,0.02486654431297406,0.25,0.25,,,,,
1021,410356,4084,0.03157972251485104,0.0,0.0,,,,,
1022,410744,4088,0.02807603376349121,0.0,0.0,,,,,
1023,411164,4092,0.024320493193837976,0.75,0.75,,,,,
1024,411616,4096,0.03148094135670915,0.5,0.5,,,,,
1025,411844,4100,0.03767215767022175,0.5,0.5,0.02495825882265308,1.0,1.0,,
1026,412296,4104,0.02400360521384658,0.25,0.25,,,,,
1027,412684,4108,0.02781101964445475,0.75,0.75,,,,,
1028,413072,4112,0.028184229055578384,0.25,0.25,,,,,
1029,413524,4116,0.02447349825352855,0.25,0.25,,,,,
1030,413912,4120,0.02337033655745055,0.75,0.75,,,,,
1031,414300,4124,0.03114181056727565,0.25,0.25,,,,,
1032,414720,4128,0.022192233589788484,0.75,0.75,,,,,
1033,414980,4132,0.036884001205231554,0.5,0.5,0.026426259431603136,0.25,0.25,,
1034,415368,4136,0.02658826251554132,0.5,0.5,,,,,
1035,415788,4140,0.031000160421583937,0.25,0.25,,,,,
1036,416176,4144,0.031019678457314893,0.0,0.0,,,,,
1037,416468,4148,0.026831933520514897,0.75,0.75,,,,,
1038,416824,4152,0.025965202275450048,0.5,0.5,,,,,
1039,417212,4156,0.017320381805471026,1.0,1.0,,,,,
1040,417632,4160,0.027710089183705735,0.75,0.75,,,,,
1041,418148,4164,0.028036028528469967,0.5,0.5,0.024686028694222515,0.75,0.75,,
1042,418504,4168,0.029594747568593892,0.25,0.25,,,,,
1043,418988,4172,0.026352265695347193,0.25,0.25,,,,,
1044,419248,4176,0.025679794048193687,0.75,0.75,,,,,
1045,419668,4180,0.03191948873155962,0.25,0.25,,,,,
1046,420088,4184,0.02950400315721621,0.5,0.5,,,,,
1047,420540,4188,0.026425749920248293,0.0,0.0,,,,,
1048,420832,4192,0.035986530587736834,0.25,0.25,,,,,
1049,421188,4196,0.02336949793639529,0.25,0.25,0.031111816851631034,0.25,0.25,,
1050,421832,4200,0.020819364005928036,0.5,0.5,,,,,
1051,422252,4204,0.02547224225696189,0.5,0.5,,,,,
1052,422608,4208,0.028129182912503815,0.5,0.5,,,,,
1053,423060,4212,0.027945119320170797,0.25,0.25,,,,,
1054,423480,4216,0.03666569872178412,0.0,0.0,,,,,
1055,423964,4220,0.022015108223880125,0.75,0.75,,,,,
1056,424384,4224,0.02740411177819895,0.5,0.5,,,,,
1057,424836,4228,0.027897385190734824,0.25,0.25,0.03908230064845896,0.5,0.5,,
1058,425256,4232,0.02191754214189062,1.0,1.0,,,,,
1059,425708,4236,0.026315648003218506,0.5,0.5,,,,,
1060,426128,4240,0.021688999966268316,0.5,0.5,,,,,
1061,426548,4244,0.025565044751573836,0.5,0.5,,,,,
1062,427000,4248,0.027602150238989796,0.25,0.25,,,,,
1063,427420,4252,0.028233904643478372,0.5,0.5,,,,,
1064,427744,4256,0.031819003509841536,0.25,0.25,,,,,
1065,428164,4260,0.02663627101895372,0.75,0.75,0.03415958675886429,0.5,0.5,,
1066,428616,4264,0.027797724001363645,0.25,0.25,,,,,
1067,429068,4268,0.023718341267099437,0.75,0.75,,,,,
1068,429488,4272,0.027088077903152097,0.5,0.5,,,,,
1069,429748,4276,0.03711959607630927,0.25,0.25,,,,,
1070,430200,4280,0.03194110517520154,0.0,0.0,,,,,
1071,430588,4284,0.02229503309076525,0.5,0.5,,,,,
1072,430784,4288,0.032811456353761065,0.5,0.5,,,,,
1073,431108,4292,0.025902327719610523,0.75,0.75,0.024930906689963346,0.25,0.25,,
1074,431592,4296,0.0271685009430624,0.5,0.5,,,,,
1075,431980,4300,0.022595443426499273,0.75,0.75,,,,,
1076,432400,4304,0.036978257764605164,0.25,0.25,,,,,
1077,432788,4308,0.028700912835316783,0.5,0.5,,,,,
1078,433272,4312,0.029415336939460076,0.0,0.0,,,,,
1079,433628,4316,0.0260177780156046,0.5,0.5,,,,,
1080,434080,4320,0.02413003978330754,0.25,0.25,,,,,
1081,434532,4324,0.019167566350328603,0.5,0.5,0.023412863338551408,0.5,0.5,,
1082,434952,4328,0.02055856362599378,0.75,0.75,,,,,
1083,435340,4332,0.030755919707538628,0.25,0.25,,,,,
1084,435664,4336,0.03755035211999609,0.5,0.5,,,,,
1085,436084,4340,0.019817890303047973,0.75,0.75,,,,,
1086,436472,4344,0.03518287936523137,0.5,0.5,,,,,
1087,436924,4348,0.02692164978908027,0.5,0.5,,,,,
1088,437344,4352,0.022655581321336583,0.75,0.75,,,,,
1089,437796,4356,0.03488488021300116,0.25,0.25,0.033349627954141745,0.0,0.0,,
1090,438216,4360,0.02716358548686014,0.75,0.75,,,,,
1091,438636,4364,0.028670511958778865,0.0,0.0,,,,,
1092,438960,4368,0.02681710925221651,0.75,0.75,,,,,
1093,439412,4372,0.021592360476606048,0.75,0.75,,,,,
1094,439864,4376,0.028431569634252387,0.5,0.5,,,,,
1095,440220,4380,0.031242520538256713,0.25,0.25,,,,,
1096,440672,4384,0.027672443813250635,0.5,0.5,,,,,
1097,441124,4388,0.01979063787366272,0.75,0.75,0.03297401275899307,0.25,0.25,,
1098,441480,4392,0.03163744503887187,0.5,0.5,,,,,
1099,441932,4396,0.0257042162558,0.5,0.5,,,,,
1100,442320,4400,0.028998055726816758,0.5,0.5,,,,,
1101,442516,4404,0.03256431519312931,0.75,0.75,,,,,
1102,442936,4408,0.04099130565860887,0.0,0.0,,,,,
1103,443292,4412,0.030327951550138666,0.5,0.5,,,,,
1104,443712,4416,0.026025792500968148,0.5,0.5,,,,,
1105,444132,4420,0.02576425332983595,0.5,0.5,0.03107116667769958,0.0,0.0,,
1106,444488,4424,0.027071825463908687,0.25,0.25,,,,,
1107,444908,4428,0.025981402701098572,0.25,0.25,,,,,
1108,445360,4432,0.025960800419757957,0.75,0.75,,,,,
1109,445748,4436,0.023251125328645747,0.75,0.75,,,,,
1110,446232,4440,0.023041064155959246,0.5,0.5,,,,,
1111,446684,4444,0.023574218554286975,0.75,0.75,,,,,
1112,447104,4448,0.021491317573584138,0.5,0.5,,,,,
1113,447524,4452,0.0222843915327714,0.5,0.5,0.035136004535032274,0.5,0.5,,
1114,447976,4456,0.02954375392465575,0.25,0.25,,,,,
1115,448204,4460,0.023411840029927636,0.75,0.75,,,,,
1116,448592,4464,0.028031357993078248,0.5,0.5,,,,,
1117,449108,4468,0.021573710872879386,0.25,0.25,,,,,
1118,449464,4472,0.02989955344940881,0.5,0.5,,,,,
1119,449916,4476,0.024471332154402562,0.5,0.5,,,,,
1120,450240,4480,0.04185922106491989,0.0,0.0,,,,,
1121,450564,4484,0.03151136583668677,0.0,0.0,0.03158417873157428,0.75,0.75,,
1122,450984,4488,0.022221213592339993,0.25,0.25,,,,,
1123,451340,4492,0.025933831470703127,0.5,0.5,,,,,
1124,451728,4496,0.016511648736654908,0.75,0.75,,,,,
1125,452116,4500,0.028897135985988597,0.5,0.5,,,,,
1126,452568,4504,0.027098386725116046,0.25,0.25,,,,,
1127,452956,4508,0.027507483651421204,0.5,0.5,,,,,
1128,453376,4512,0.02554021438447483,0.5,0.5,,,,,
1129,453924,4516,0.023764841638808903,0.25,0.25,0.024854654295816417,0.75,0.75,,
1130,454280,4520,0.019787149077583513,1.0,1.0,,,,,
1131,454636,4524,0.02349898935274418,0.5,0.5,,,,,
1132,455216,4528,0.0211764817117769,0.25,0.25,,,,,
1133,455540,4532,0.03997910993839446,0.0,0.0,,,,,
1134,455928,4536,0.030496045275525224,0.25,0.25,,,,,
1135,456380,4540,0.02935423162204517,0.5,0.5,,,,,
1136,456800,4544,0.019326713551828596,0.75,0.75,,,,,
1137,457060,4548,0.04188444130460524,0.5,0.5,0.027788307656474366,0.5,0.5,,
1138,457512,4552,0.026708429741279193,0.25,0.25,,,,,
1139,457964,4556,0.02682283739591601,0.5,0.5,,,,,
1140,458384,4560,0.02815066379971986,0.5,0.5,,,,,
1141,458836,4564,0.024973050522622182,0.25,0.25,,,,,
1142,459128,4568,0.032184708546149826,0.5,0.5,,,,,
1143,459452,4572,0.028005109101200788,0.5,0.5,,,,,
1144,459872,4576,0.028470121965675006,0.25,0.25,,,,,
1145,460324,4580,0.018591021534706768,0.5,0.5,0.047411255609296855,0.75,0.75,,
1146,460552,4584,0.02833484543313667,1.0,1.0,,,,,
1147,460972,4588,0.022026532628936262,0.5,0.5,,,,,
1148,461392,4592,0.030157131053447653,0.5,0.5,,,,,
1149,461748,4596,0.03795560502903134,0.0,0.0,,,,,
1150,462168,4600,0.025105710413575847,0.75,0.75,,,,,
1151,462556,4604,0.03851189204899763,0.0,0.0,,,,,
1152,462976,4608,0.033744384664048624,0.25,0.25,,,,,
1153,463396,4612,0.028055107829387152,0.75,0.75,0.02836812087064113,0.5,0.5,,
1154,463752,4616,0.024598097354944146,1.0,1.0,,,,,
1155,464012,4620,0.041156404235849216,0.0,0.0,,,,,
1156,464464,4624,0.028314721049309245,0.25,0.25,,,,,
1157,464820,4628,0.024376589183874454,0.5,0.5,,,,,
1158,465176,4632,0.029420277601911127,0.5,0.5,,,,,
1159,465628,4636,0.018682168215769127,1.0,1.0,,,,,
1160,466048,4640,0.0284408528728021,0.75,0.75,,,,,
1161,466468,4644,0.018380263055652355,1.0,1.0,0.025717484756488343,0.75,0.75,,
1162,466920,4648,0.026026485189654135,0.25,0.25,,,,,
1163,467308,4652,0.028149149704463333,0.5,0.5,,,,,
1164,467760,4656,0.027339654561050596,0.5,0.5,,,,,
1165,468180,4660,0.024289927348439735,0.75,0.75,,,,,
1166,468600,4664,0.02524961438980059,0.25,0.25,,,,,
1167,469020,4668,0.02760308584572543,0.75,0.75,,,,,
1168,469440,4672,0.030278828687552325,0.5,0.5,,,,,
1169,469860,4676,0.03135010890412988,0.25,0.25,0.031319302818429734,0.25,0.25,,
1170,470248,4680,0.024133233001693195,0.75,0.75,,,,,
1171,470636,4684,0.028081947076352563,0.5,0.5,,,,,
1172,471056,4688,0.02999006050137172,0.5,0.5,,,,,
1173,471380,4692,0.0375934398526386,0.25,0.25,,,,,
1174,471736,4696,0.03200848791401272,0.25,0.25,,,,,
1175,472092,4700,0.03619264020735342,0.0,0.0,,,,,
1176,472544,4704,0.027822425423042887,0.5,0.5,,,,,
1177,472900,4708,0.026198583806561725,0.5,0.5,0.05138202926531984,0.0,0.0,,
1178,473320,4712,0.03229336063516589,0.25,0.25,,,,,
1179,473740,4716,0.024571950873041017,0.5,0.5,,,,,
1180,474128,4720,0.024495039022370033,0.25,0.25,,,,,
1181,474548,4724,0.03245735527128212,0.25,0.25,,,,,
1182,474872,4728,0.03532455017875008,0.0,0.0,,,,,
1183,475260,4732,0.025291814891448706,1.0,1.0,,,,,
1184,475680,4736,0.023043099049496227,0.75,0.75,,,,,
1185,476100,4740,0.023833132871845724,0.25,0.25,0.030718234127525647,0.75,0.75,,
1186,476552,4744,0.02645385515689505,0.25,0.25,,,,,
1187,476972,4748,0.01924559353957018,1.0,1.0,,,,,
1188,477392,4752,0.03306033056240623,0.25,0.25,,,,,
1189,477780,4756,0.032838566113112505,0.0,0.0,,,,,
1190,478232,4760,0.02763706510110289,0.25,0.25,,,,,
1191,478684,4764,0.02607556807679105,0.75,0.75,,,,,
1192,479008,4768,0.03220450972758089,0.5,0.5,,,,,
1193,479428,4772,0.03280756042588127,0.5,0.5,0.041166240549728915,0.25,0.25,,
1194,479816,4776,0.027615507682746742,0.25,0.25,,,,,
1195,480076,4780,0.031100915276464323,0.75,0.75,,,,,
1196,480432,4784,0.032107705393677036,0.25,0.25,,,,,
1197,480884,4788,0.018639240094283714,0.75,0.75,,,,,
1198,481304,4792,0.0235265486794726,0.75,0.75,,,,,
1199,481756,4796,0.021145711093376707,0.75,0.75,,,,,
1200,482176,4800,0.021524620086829246,0.75,0.75,,,,,
1201,482596,4804,0.020897168621613674,0.75,0.75,0.03131219319290262,0.25,0.25,,
1202,482920,4808,0.03724019228791849,0.5,0.5,,,,,
1203,483276,4812,0.029076677226022144,0.25,0.25,,,,,
1204,483696,4816,0.032661067808374425,0.5,0.5,,,,,
1205,484084,4820,0.023486372161763424,0.25,0.25,,,,,
1206,484344,4824,0.03502761910374147,0.5,0.5,,,,,
1207,484764,4828,0.02760169216771072,0.0,0.0,,,,,
1208,485120,4832,0.033013298931781496,0.25,0.25,,,,,
1209,485540,4836,0.02074126069783539,1.0,1.0,0.02231284266067648,0.5,0.5,,
1210,485960,4840,0.02800707775097285,0.25,0.25,,,,,
1211,486316,4844,0.03572875118916521,0.25,0.25,,,,,
1212,486768,4848,0.022685636414455364,0.75,0.75,,,,,
1213,487188,4852,0.0219865105036634,1.0,1.0,,,,,
1214,487640,4856,0.02808398011007995,0.75,0.75,,,,,
1215,488060,4860,0.02427599387830775,1.0,1.0,,,,,
1216,488416,4864,0.03362308125329445,0.5,0.5,,,,,
1217,488772,4868,0.030823523126749887,0.25,0.25,0.035093410805445584,0.0,0.0,,
1218,489192,4872,0.031243731071260224,0.25,0.25,,,,,
1219,489644,4876,0.024247962545436586,0.75,0.75,,,,,
1220,489904,4880,0.035770945034907846,0.5,0.5,,,,,
1221,490132,4884,0.04361973624997525,0.25,0.25,,,,,
1222,490552,4888,0.024848177025655966,0.75,0.75,,,,,
1223,490972,4892,0.023972234000211232,0.5,0.5,,,,,
1224,491360,4896,0.01772361066529188,0.25,0.25,,,,,
1225,491812,4900,0.024352261782908693,0.75,0.75,0.033178732394657115,0.0,0.0,,
1226,492296,4904,0.021526219240750308,0.25,0.25,,,,,
1227,492716,4908,0.024191542245398392,0.5,0.5,,,,,
1228,493168,4912,0.028427931858657163,0.5,0.5,,,,,
1229,493652,4916,0.031585873444338025,0.25,0.25,,,,,
1230,494072,4920,0.024051388734691884,1.0,1.0,,,,,
1231,494460,4924,0.03659138704262052,0.25,0.25,,,,,
1232,494880,4928,0.02772805945764612,0.75,0.75,,,,,
1233,495204,4932,0.02932013332976982,0.5,0.5,0.02666504720388087,0.5,0.5,,
1234,495688,4936,0.02402914017240979,0.5,0.5,,,,,
1235,496140,4940,0.0203976144649552,0.75,0.75,,,,,
1236,496368,4944,0.0376829792952371,0.5,0.5,,,,,
1237,496820,4948,0.029904636712781867,0.25,0.25,,,,,
1238,497240,4952,0.02786338451085713,0.5,0.5,,,,,
1239,497660,4956,0.028156406385257224,0.5,0.5,,,,,
1240,497984,4960,0.033944273724369624,0.5,0.5,,,,,
1241,498276,4964,0.02980812364407913,0.5,0.5,0.019736809337805257,0.75,0.75,,
1242,498568,4968,0.026985700346434667,0.75,0.75,,,,,
1243,498956,4972,0.03393457779162806,0.5,0.5,,,,,
1244,499376,4976,0.025340627479409628,0.75,0.75,,,,,
1245,499828,4980,0.021662176803908355,0.75,0.75,,,,,
1246,500120,4984,0.022669143119240214,0.75,0.75,,,,,
1247,500540,4988,0.033753314901641025,0.25,0.25,,,,,
1248,500992,4992,0.029227936342672733,0.5,0.5,,,,,
1249,501412,4996,0.025300452926224813,0.25,0.25,0.02811032344371912,0.5,0.5,,
1250,501800,5000,0.02867317858486866,0.25,0.25,,,,,
1251,502252,5004,0.024305468030361304,0.5,0.5,,,,,
1252,502448,5008,0.03718878052206966,0.5,0.5,,,,,
1253,502804,5012,0.030104042957367173,0.5,0.5,,,,,
1254,503224,5016,0.029978893460948237,0.25,0.25,,,,,
1255,503676,5020,0.028270108782488625,0.5,0.5,,,,,
1256,504128,5024,0.025804667989155844,0.5,0.5,,,,,
1257,504516,5028,0.030141108763625083,0.5,0.5,0.028673139016803652,0.75,0.75,,
1258,504904,5032,0.02636012332629657,0.75,0.75,,,,,
1259,505324,5036,0.027711723234976067,0.5,0.5,,,,,
1260,505648,5040,0.024729375932301994,0.5,0.5,,,,,
1261,506004,5044,0.02890624044623936,0.25,0.25,,,,,
1262,506392,5048,0.023150037255963884,0.5,0.5,,,,,
1263,506812,5052,0.036031728661418606,0.25,0.25,,,,,
1264,507232,5056,0.025791537521758282,0.5,0.5,,,,,
1265,507684,5060,0.023691629357038963,0.5,0.5,0.02513807136634014,0.5,0.5,,
1266,508136,5064,0.021213714479569684,0.75,0.75,,,,,
1267,508396,5068,0.034437662294777314,0.5,0.5,,,,,
1268,508688,5072,0.02926696736265888,0.75,0.75,,,,,
1269,509108,5076,0.03395704519546436,0.0,0.0,,,,,
1270,509560,5080,0.024850177763648514,0.5,0.5,,,,,
1271,509980,5084,0.023222156487426607,0.25,0.25,,,,,
1272,510368,5088,0.021202762152044082,1.0,1.0,,,,,
1273,510788,5092,0.02454524596347894,1.0,1.0,0.025121727895230872,0.5,0.5,,
1274,511176,5096,0.024289595503723668,0.5,0.5,,,,,
1275,512108,5100,0.014242420588856849,0.5,0.5,,,,,
1276,512496,5104,0.026597513294913142,0.25,0.25,,,,,
1277,512948,5108,0.022031645519887653,0.75,0.75,,,,,
1278,513208,5112,0.02998873533378905,0.5,0.5,,,,,
